gnd,pctile,year,count,hh_inc,le_agg,le_raceadj,sd_le_agg,sd_le_raceadj
M,2,2011,437900,1469.7983,73.934151,74.317932,0.30494559,0.30009687
M,2,2012,438696,1567.5151,74.134933,74.505096,0.31203395,0.30781397
M,2,2013,435121,1413.8773,74.918015,75.261154,0.30988124,0.30482289
M,2,2014,418371,1238.094,74.73748,75.07225,0.30668542,0.30573803
M,3,2001,388806,3565.6575,74.877434,75.195419,0.35235158,0.34754905
M,3,2002,399735,3615.688,74.75042,75.064751,0.33639109,0.33205092
M,3,2003,407805,3480.6899,74.499321,74.816833,0.34107146,0.33723202
M,3,2004,414392,3307.198,75.469437,75.768921,0.33064514,0.3281104
M,3,2005,419671,3141.9978,75.520599,75.816132,0.33830532,0.33300984
M,3,2006,424218,2978.1174,75.306305,75.605759,0.32487842,0.32077593
M,3,2007,428295,3024.6335,76.326073,76.601753,0.33201635,0.32820937
M,3,2008,432776,3073.0332,75.072624,75.376129,0.31704897,0.31295988
M,3,2009,442005,2521.0667,74.486504,74.807892,0.3107948,0.30662629
M,3,2010,441045,2882.5874,75.0979,75.420563,0.32368582,0.31753477
M,3,2011,438168,3021.1162,75.834106,76.132401,0.32388774,0.31879687
M,3,2012,438872,3155.5784,75.117561,75.41748,0.33854264,0.333244
M,3,2013,435583,2892.4192,75.361748,75.639534,0.32010257,0.31618693
M,3,2014,418624,2594.4119,74.894196,75.170227,0.32149342,0.31633002
M,4,2001,388917,5390.2861,76.215981,76.457558,0.36185375,0.356792
M,4,2002,399979,5443.7183,75.324036,75.574989,0.34799969,0.3431637
M,4,2003,408098,5256.2231,75.388817,75.637756,0.34201017,0.33865413
M,4,2004,414650,5011.1392,75.07251,75.32592,0.33560637,0.33217597
M,4,2005,420010,4803.4707,75.76252,76.00235,0.34063816,0.33541334
M,4,2006,424887,4593.2222,76.27095,76.501976,0.34143245,0.33650586
M,4,2007,428674,4658.144,75.950119,76.181412,0.34327993,0.3382026
M,4,2008,433271,4717.5332,75.459862,75.70475,0.34032875,0.33458441
M,4,2009,442424,4073.7205,75.341721,75.597862,0.3233048,0.3175891
M,4,2010,441471,4401.7803,75.759735,76.025017,0.36095211,0.35535917
M,4,2011,438326,4657.5933,76.483673,76.716454,0.32865649,0.32358772
M,4,2012,438813,4784.3564,75.577904,75.814743,0.33118284,0.32686299
M,4,2013,435648,4487.5767,75.812386,76.033157,0.34254012,0.33673418
M,4,2014,418849,4123.6538,76.070061,76.271652,0.32883579,0.32313433
M,5,2001,389147,7185.1909,75.99704,76.197342,0.38771614,0.38190168
M,5,2002,400131,7239.8887,75.939499,76.136131,0.37393144,0.3669163
M,5,2003,408321,7003.1934,75.812943,76.010422,0.35598162,0.34916109
M,5,2004,414871,6701.3965,76.175179,76.366081,0.37107483,0.36432722
M,5,2005,420083,6463.4224,76.06823,76.260056,0.37234631,0.36691052
M,5,2006,424898,6223.2666,76.354416,76.538399,0.35185978,0.34654972
M,5,2007,428805,6301.3936,76.132164,76.319717,0.35493425,0.35011423
M,5,2008,433353,6364.6162,76.586632,76.764008,0.3387267,0.33280218
M,5,2009,442727,5642.0552,75.468361,75.678368,0.33102477,0.3254894
M,5,2010,441823,5923.48,75.896301,76.113747,0.35136488,0.34613553
M,5,2011,438597,6220.0981,75.888985,76.094116,0.34676796,0.34108397
M,5,2012,438598,6313.2798,76.031189,76.215599,0.34271866,0.3378759
M,5,2013,436032,6014.3145,75.637001,75.812592,0.33512217,0.32985535
M,5,2014,418986,5652.4629,76.433533,76.585335,0.36068317,0.35419223
M,6,2001,389394,8907.8359,75.229759,75.408272,0.37593421,0.36983067
M,6,2002,400506,8958.1426,76.22757,76.382202,0.36236188,0.35612947
M,6,2003,408434,8681.4453,75.78054,75.944992,0.36671728,0.36012262
M,6,2004,415116,8336.8574,76.621284,76.771568,0.38426846,0.37659383
M,6,2005,420376,8069.207,76.789207,76.9338,0.36774668,0.36119786
M,6,2006,424983,7823.5576,76.100105,76.255661,0.37075362,0.36547676
M,6,2007,428994,7900.311,76.857918,76.99855,0.3615678,0.35360467
M,6,2008,433679,7970.144,76.291679,76.444595,0.36576647,0.35856226
M,6,2009,442705,7214.3184,75.66375,75.834808,0.33744073,0.3299883
M,6,2010,441914,7421.103,76.793808,76.95723,0.35299787,0.34614134
M,6,2011,438427,7655.5049,76.082733,76.248199,0.36680689,0.35932881
M,6,2012,438303,7705.7319,75.955627,76.103058,0.34627938,0.34019899
M,6,2013,435900,7428.8481,75.858215,75.997009,0.33559319,0.32885438
M,6,2014,419355,7135.8599,76.850487,76.961548,0.37337869,0.36668023
M,7,2001,389405,10583.806,75.90416,76.042953,0.38651815,0.37950006
M,7,2002,400476,10627.738,75.352974,75.496422,0.38159561,0.374771
M,7,2003,408656,10317.365,76.656013,76.777512,0.38328767,0.37652472
M,7,2004,415225,9917.3379,76.232529,76.362633,0.36826831,0.36165342
M,7,2005,420336,9618.334,76.068031,76.198257,0.3670474,0.36017331
M,7,2006,425136,9366.2949,76.011749,76.147171,0.3792707,0.37292209
M,7,2007,429190,9445.1982,76.578781,76.700394,0.37678191,0.36992264
M,7,2008,433774,9513.458,76.312439,76.440498,0.36115026,0.35517496
M,7,2009,443028,8727.4268,75.922295,76.061317,0.35810766,0.34975964
M,7,2010,441958,8876.8252,76.661049,76.795639,0.34890324,0.34190133
M,7,2011,438317,9014.4209,76.385559,76.518852,0.36827603,0.36121526
M,7,2012,438739,9054.0605,76.451347,76.565536,0.34489137,0.33783275
M,7,2013,436299,8792.2236,76.222794,76.325012,0.36365113,0.35613233
M,7,2014,419160,8562.374,76.070625,76.166847,0.36718795,0.35992065
M,8,2001,389493,12200.104,74.89476,75.032036,0.40033945,0.39495099
M,8,2002,400566,12231.993,75.582985,75.698166,0.39556083,0.38873112
M,8,2003,408737,11900.213,75.66893,75.788956,0.37277251,0.36667144
M,8,2004,415226,11452.311,76.18808,76.296364,0.38239768,0.37549758
M,8,2005,420508,11125.861,76.214821,76.32032,0.36583263,0.35791922
M,8,2006,425341,10878.878,76.287086,76.396446,0.38047385,0.37379023
M,8,2007,429172,10944.425,76.181229,76.286041,0.37004611,0.36225066
M,8,2008,433754,11007.805,75.7789,75.89373,0.35601106,0.34992781
M,8,2009,442966,10168.09,75.389999,75.518356,0.33222008,0.32521254
M,8,2010,441850,10279.776,76.206383,76.337814,0.35079017,0.34427822
M,8,2011,438577,10280.513,77.184616,77.277161,0.37584758,0.36968112
M,8,2012,438275,10288.254,75.314293,75.428734,0.35392684,0.34686667
M,8,2013,436079,10002.724,75.541023,75.640541,0.35934982,0.35066649
M,8,2014,419340,9818.3174,77.102684,77.165527,0.36164105,0.35513854
M,9,2001,389520,13762.126,75.287865,75.398529,0.39879495,0.39135119
M,9,2002,400606,13790.986,74.771545,74.886795,0.38415158,0.37918746
M,9,2003,408670,13441.492,75.451035,75.554008,0.39406735,0.38633722
M,9,2004,415392,12950.638,75.922302,76.0187,0.39126477,0.38337123
M,9,2005,420564,12598.417,75.575996,75.680725,0.38546056,0.37796143
M,9,2006,425264,12366.317,76.107658,76.200928,0.38268599,0.3756277
M,9,2007,429304,12431.67,76.731163,76.806389,0.38092902,0.37420872
M,9,2008,433860,12501.381,75.717209,75.820869,0.37396851,0.36661413
M,9,2009,443017,11614.631,76.15377,76.246353,0.36122084,0.35486668
M,9,2010,442241,11677.432,76.940605,77.038506,0.36479056,0.35690752
M,9,2011,438528,11518.9,76.548889,76.639709,0.36955649,0.36207938
M,9,2012,438525,11519.228,76.154549,76.230194,0.35945463,0.35177127
M,9,2013,436102,11222.331,76.853432,76.901695,0.36296198,0.35539678
M,9,2014,419396,11072.6,77.339142,77.369072,0.36158824,0.35404944
M,10,2001,389602,15247.278,75.71196,75.800041,0.41257581,0.40496948
M,10,2002,400750,15269.282,75.557213,75.640793,0.39765093,0.39129692
M,10,2003,408983,14916.293,75.591278,75.679977,0.3914274,0.38396063
M,10,2004,415477,14407.419,76.395683,76.471954,0.39905956,0.39230597
M,10,2005,420548,14045.923,76.121429,76.198219,0.37219238,0.36537528
M,10,2006,425396,13834.926,76.33506,76.406776,0.37976894,0.37245488
M,10,2007,429403,13898.777,76.162605,76.239754,0.39148411,0.38292727
M,10,2008,433808,13971.796,76.792549,76.85672,0.37087408,0.36449394
M,10,2009,443166,13069.543,75.825188,75.915825,0.36523992,0.35784063
M,10,2010,442285,13056.994,77.172066,77.245224,0.36371839,0.35693577
M,10,2011,438776,12764.396,77.397964,77.453239,0.38293326,0.37473008
M,10,2012,439399,12755.427,76.333923,76.388283,0.37052456,0.36250058
M,10,2013,436467,12468.939,76.686134,76.730614,0.38659248,0.378286
M,10,2014,419436,12354.642,76.586746,76.621315,0.37506515,0.36663398
M,11,2001,389825,16668.035,75.735664,75.810158,0.4011268,0.39564395
M,11,2002,400760,16696.105,75.250145,75.328918,0.39526057,0.38869119
M,11,2003,408955,16326.651,75.835167,75.902428,0.40383258,0.3965027
M,11,2004,415504,15793.08,76.524391,76.583977,0.38386717,0.37692443
M,11,2005,420704,15434.771,76.047775,76.118881,0.38066447,0.37360668
M,11,2006,425518,15247.509,75.864792,75.939026,0.40156665,0.39330465
M,11,2007,429496,15306.62,76.232605,76.293175,0.39452717,0.38711524
M,11,2008,433768,15374.683,76.164322,76.223381,0.37484103,0.36778843
M,11,2009,443253,14476.153,76.197342,76.270424,0.35626021,0.34877312
M,11,2010,442269,14373.414,77.225838,77.282562,0.38189822,0.37496388
M,11,2011,438764,13960.403,76.662216,76.715622,0.38564724,0.37650502
M,11,2012,439685,13936.57,76.863914,76.899239,0.37895954,0.37064329
M,11,2013,436423,13647.33,77.095467,77.116394,0.39350009,0.38499564
M,11,2014,419685,13575.912,77.227226,77.235008,0.3903282,0.38121474
M,12,2001,389676,18064.426,75.503731,75.57592,0.39538774,0.38875833
M,12,2002,400760,18100.586,75.889648,75.947487,0.40039167,0.39480332
M,12,2003,409187,17714.547,75.537025,75.600769,0.40168816,0.39474282
M,12,2004,415529,17139.568,76.794693,76.838219,0.39814195,0.39204308
M,12,2005,420829,16776.588,76.186852,76.239777,0.39033306,0.38323787
M,12,2006,425513,16607.332,75.897552,75.959702,0.38680625,0.37863398
M,12,2007,429490,16664.967,76.623749,76.665543,0.37501574,0.36750171
M,12,2008,434132,16736.959,76.633942,76.684319,0.3920812,0.38435817
M,12,2009,443243,15835.209,77.592018,77.631027,0.39203927,0.38341811
M,12,2010,442366,15648.978,75.687195,75.775917,0.36735305,0.36002445
M,12,2011,439006,15107.719,77.416046,77.444824,0.40141851,0.39312053
M,12,2012,439601,15073.484,76.826805,76.849564,0.37450418,0.36610249
M,12,2013,436428,14790.681,76.089165,76.110977,0.37525156,0.36579052
M,12,2014,419551,14760.012,77.47226,77.470123,0.40376198,0.39377859
M,13,2001,389773,19427.76,76.022247,76.080811,0.42414683,0.41669241
M,13,2002,401028,19468.086,75.692047,75.75,0.40407115,0.39611727
M,13,2003,409067,19068.988,75.536865,75.598083,0.4035705,0.39542535
M,13,2004,415676,18462.971,76.665398,76.70948,0.38688043,0.37970656
M,13,2005,420839,18087.695,76.147545,76.201111,0.38859814,0.38142577
M,13,2006,425621,17936.285,77.177017,77.209236,0.39975908,0.39243025
M,13,2007,429828,17986.66,76.743042,76.778763,0.37228101,0.36536729
M,13,2008,434207,18059.979,76.415283,76.465591,0.38923994,0.38179609
M,13,2009,443567,17169.453,76.849297,76.896133,0.38170844,0.37400666
M,13,2010,442484,16900.91,77.038124,77.094826,0.39200816,0.38300356
M,13,2011,439146,16246.72,76.625587,76.66629,0.37977859,0.372572
M,13,2012,439677,16195.415,76.610977,76.636238,0.38279241,0.37331787
M,13,2013,436598,15909.167,77.784828,77.772827,0.38898653,0.38033876
M,13,2014,419922,15908.346,77.412148,77.419472,0.41278547,0.40367746
M,14,2001,390023,20764.434,75.322334,75.3946,0.40889019,0.40339938
M,14,2002,400958,20809.52,75.675148,75.737885,0.40083468,0.39269823
M,14,2003,409209,20396.596,75.79734,75.856018,0.41445786,0.40724421
M,14,2004,415791,19758.793,75.441322,75.511215,0.39690289,0.38816461
M,14,2005,420853,19373.414,77.155632,77.194962,0.4185904,0.41015705
M,14,2006,425800,19239.969,76.862396,76.905518,0.38473725,0.37674084
M,14,2007,429588,19280.434,77.928566,77.9468,0.40235433,0.39393044
M,14,2008,434241,19346.85,76.502068,76.551842,0.39128113,0.38317642
M,14,2009,443504,18457.143,76.889442,76.941628,0.3908298,0.38197556
M,14,2010,442630,18118.174,77.337814,77.392143,0.4144198,0.40555677
M,14,2011,439101,17373.365,77.105293,77.141487,0.40865782,0.39978674
M,14,2012,439827,17295.881,77.252579,77.276733,0.39422998,0.38464627
M,14,2013,436548,17003.213,77.311821,77.323952,0.3988426,0.3897104
M,14,2014,419784,17020.662,77.890289,77.883583,0.41953766,0.40949377
M,15,2001,389992,22079.656,76.658051,76.708694,0.42125604,0.41349763
M,15,2002,401137,22126.578,75.989578,76.048126,0.40358642,0.39647546
M,15,2003,409298,21699.676,76.734909,76.777946,0.41792357,0.41025364
M,15,2004,415812,21034.092,75.894096,75.956947,0.39066395,0.38312128
M,15,2005,421086,20633.949,76.911835,76.958015,0.40460494,0.39703041
M,15,2006,425640,20516.359,76.568047,76.627045,0.41353783,0.40524489
M,15,2007,429912,20543.787,78.006508,78.028648,0.41404778,0.40599743
M,15,2008,434370,20610.721,76.91346,76.962463,0.41660896,0.40788153
M,15,2009,443480,19721.012,76.63446,76.694237,0.3738665,0.36608818
M,15,2010,442698,19324.984,77.448761,77.499855,0.3981677,0.38954052
M,15,2011,439116,18479.17,76.728447,76.77697,0.38338897,0.3753607
M,15,2012,439541,18384.924,77.196503,77.217133,0.38504493,0.37619546
M,15,2013,436647,18084.67,76.894379,76.916519,0.39175853,0.3825672
M,15,2014,419934,18124.762,77.699562,77.712082,0.41257748,0.40350449
M,16,2001,390053,23373.535,76.112564,76.176437,0.43458727,0.42669126
M,16,2002,401135,23421.42,76.528931,76.580292,0.41207513,0.403236
M,16,2003,409417,22975.242,77.137466,77.178108,0.42482796,0.41633639
M,16,2004,415933,22288.482,77.11084,77.162491,0.43119973,0.42302948
M,16,2005,421150,21875.867,76.561394,76.615974,0.40236303,0.39471042
M,16,2006,425820,21771.189,77.536873,77.575684,0.42308962,0.41441101
M,16,2007,429814,21787.246,77.617004,77.647865,0.39433506,0.38683873
M,16,2008,434424,21850.24,77.413109,77.449493,0.40750059,0.39925468
M,16,2009,443630,20966.096,77.544281,77.590485,0.39492214,0.38702482
M,16,2010,442753,20512.699,77.450661,77.504356,0.39306533,0.3845832
M,16,2011,439380,19571.617,77.111771,77.151115,0.39579448,0.38762307
M,16,2012,439705,19467.604,77.201515,77.230759,0.40048259,0.39167583
M,16,2013,436661,19166.055,77.086914,77.104019,0.38736087,0.37822503
M,16,2014,418880,19215.115,77.290512,77.302521,0.40164614,0.3929069
M,17,2001,390081,24652.547,76.098724,76.168976,0.43519279,0.42801803
M,17,2002,401340,24697.746,76.584091,76.635567,0.43388021,0.42531875
M,17,2003,409359,24231.51,76.771751,76.822174,0.41446337,0.40680531
M,17,2004,415996,23525.035,76.813255,76.871391,0.42424291,0.41703206
M,17,2005,421064,23101.406,77.338638,77.387054,0.4243761,0.41547573
M,17,2006,425963,23015.045,78.215096,78.243538,0.41824034,0.40960446
M,17,2007,430030,23014.09,77.583824,77.624374,0.41925782,0.41132215
M,17,2008,434516,23077.943,78.388786,78.407654,0.41764641,0.40962422
M,17,2009,443626,22195.51,77.70858,77.757538,0.39748043,0.38952881
M,17,2010,442714,21679.926,78.051277,78.103333,0.4196969,0.41110489
M,17,2011,439400,20658.338,77.573715,77.610779,0.40209055,0.39301959
M,17,2012,439715,20536.979,77.000343,77.040604,0.40670517,0.39737153
M,17,2013,436656,20239.326,77.758705,77.775284,0.4122085,0.40366527
M,17,2014,419318,20295.695,78.403511,78.39888,0.42713484,0.41788992
M,18,2001,390177,25916.695,76.473869,76.543175,0.45320967,0.44412753
M,18,2002,401252,25957.449,76.953537,77.007591,0.43714747,0.42864931
M,18,2003,409370,25470.52,76.37706,76.438354,0.42223704,0.41455492
M,18,2004,416072,24744.715,77.2024,77.253876,0.43470681,0.42643636
M,18,2005,421291,24308.955,77.261513,77.315262,0.43443501,0.4260954
M,18,2006,425980,24243.996,77.215614,77.266747,0.44654357,0.43799743
M,18,2007,429952,24230.656,77.455383,77.49852,0.41892418,0.4102971
M,18,2008,434505,24294.336,77.443825,77.488823,0.40067285,0.39254695
M,18,2009,443846,23419.232,77.853561,77.895782,0.38755646,0.37975442
M,18,2010,442819,22838.213,76.840652,76.925163,0.42924413,0.4200401
M,18,2011,439300,21737.605,77.485725,77.530899,0.43049443,0.42131662
M,18,2012,440027,21594.416,77.468727,77.506363,0.41908494,0.40966019
M,18,2013,436751,21302.215,77.21006,77.234291,0.40159318,0.39208564
M,18,2014,419287,21366.887,77.647987,77.666542,0.43106124,0.42182487
M,19,2001,390174,27169.314,77.017677,77.078041,0.46321434,0.45530915
M,19,2002,401448,27209.754,76.696053,76.756241,0.41597581,0.40871799
M,19,2003,409577,26696.705,77.242706,77.294189,0.43237847,0.42519385
M,19,2004,416102,25951.43,78.408432,78.442841,0.44052571,0.43201557
M,19,2005,421238,25504.59,76.901909,76.967079,0.43128705,0.42250663
M,19,2006,426056,25459.082,77.641319,77.694862,0.4384203,0.42913485
M,19,2007,429956,25435.287,77.673485,77.714973,0.41860437,0.41058221
M,19,2008,434547,25499.223,78.722908,78.746887,0.42773062,0.41902894
M,19,2009,443856,24631.611,78.057968,78.104675,0.39770073,0.38875774
M,19,2010,442907,23991.781,78.177834,78.230682,0.42337438,0.41455221
M,19,2011,439516,22812.377,78.32653,78.356033,0.42128497,0.41271424
M,19,2012,440142,22643.283,77.796028,77.821571,0.409711,0.40084803
M,19,2013,436826,22353.979,77.116997,77.147446,0.40677318,0.39786023
M,19,2014,419782,22432.633,78.884926,78.877945,0.42244163,0.41355321
M,20,2001,390329,28410.811,76.806274,76.876114,0.44774345,0.43938559
M,20,2002,401358,28452.609,77.844444,77.888733,0.4439843,0.43582785
M,20,2003,409469,27910.928,77.319351,77.372322,0.45711347,0.44735509
M,20,2004,416073,27148.199,77.094955,77.155724,0.44348526,0.43449944
M,20,2005,421280,26687.854,77.993271,78.038239,0.44892964,0.44078618
M,20,2006,426212,26661.439,77.682411,77.731461,0.44149041,0.43221179
M,20,2007,430146,26626.205,78.945831,78.968559,0.42730114,0.41909266
M,20,2008,434784,26689.516,78.151146,78.18615,0.43267712,0.42448506
M,20,2009,443855,25830.543,77.401779,77.460335,0.40967324,0.40139103
M,20,2010,442862,25136.955,78.736801,78.779945,0.41281453,0.40496612
M,20,2011,439536,23879.975,78.019211,78.059357,0.41046116,0.40128669
M,20,2012,440052,23688.895,78.847916,78.864845,0.42658329,0.41797188
M,20,2013,436965,23399.945,78.014374,78.035095,0.43498516,0.42569685
M,20,2014,420181,23487.967,79.141945,79.135109,0.42639092,0.41748697
M,21,2001,390266,29647.178,77.083427,77.156258,0.46778277,0.45971367
M,21,2002,401563,29690.512,77.462929,77.52137,0.46704784,0.45915267
M,21,2003,409687,29114.971,77.359726,77.421288,0.45216486,0.44372159
M,21,2004,416314,28336.063,77.497505,77.561218,0.45047858,0.44209567
M,21,2005,421384,27862.521,78.045799,78.098564,0.45314181,0.4441061
M,21,2006,426269,27852.016,78.060829,78.110077,0.43459678,0.42667675
M,21,2007,430141,27804.066,78.865952,78.89875,0.42608222,0.4181388
M,21,2008,434703,27874.039,78.015869,78.067627,0.45463952,0.44479242
M,21,2009,443999,27021.627,77.992043,78.053223,0.41627672,0.40790203
M,21,2010,442890,26278.42,78.504295,78.56588,0.43066496,0.42180327
M,21,2011,439669,24948.119,77.840057,77.892632,0.41887799,0.40958768
M,21,2012,440386,24736.063,78.544106,78.576263,0.44017816,0.43114427
M,21,2013,437105,24453.838,78.456329,78.481308,0.43233833,0.42277873
M,21,2014,420229,24546.889,78.992104,79.000671,0.45179555,0.44259134
M,22,2001,390369,30880.564,77.817047,77.881157,0.44776019,0.4391945
M,22,2002,401630,30921.959,77.13282,77.206306,0.4370878,0.42992616
M,22,2003,409771,30314.467,77.709427,77.77475,0.44951192,0.44103304
M,22,2004,416365,29516.52,77.962563,78.023788,0.4508532,0.44240937
M,22,2005,421206,29033.023,77.944733,78.008545,0.44518501,0.43775693
M,22,2006,426235,29035.74,77.970726,78.035233,0.45571956,0.44645011
M,22,2007,430149,28977.465,78.533684,78.583076,0.4332476,0.42375606
M,22,2008,434751,29048.369,78.020828,78.081619,0.43666956,0.4277544
M,22,2009,443989,28205.619,78.249092,78.3116,0.41278496,0.40359315
M,22,2010,443091,27414.768,78.583427,78.650635,0.42060152,0.41194195
M,22,2011,439720,26020.652,79.03405,79.069328,0.42691493,0.41806719
M,22,2012,440244,25791.611,78.947548,78.975609,0.42965752,0.42067331
M,22,2013,437023,25513.027,78.651146,78.67469,0.4195213,0.41032553
M,22,2014,420287,25607.365,79.272919,79.292397,0.43961585,0.43021271
M,23,2001,390413,32107.496,76.832787,76.929359,0.45810854,0.45094511
M,23,2002,401592,32149.564,77.87767,77.949066,0.47565007,0.46780542
M,23,2003,409808,31510.383,77.523521,77.59964,0.43873438,0.43194336
M,23,2004,416299,30689.715,77.95224,78.023232,0.44405034,0.43495107
M,23,2005,421592,30193.527,78.229912,78.300812,0.46134147,0.45205143
M,23,2006,426362,30213.623,78.082489,78.15329,0.46074483,0.45188642
M,23,2007,430351,30144.939,78.838974,78.896919,0.45787728,0.44834119
M,23,2008,434658,30212.77,78.160423,78.232063,0.45110098,0.44244048
M,23,2009,444056,29383.256,78.438934,78.512878,0.41939038,0.41065311
M,23,2010,443080,28548.283,78.671654,78.748459,0.42085049,0.41120839
M,23,2011,439841,27097.461,79.091316,79.144485,0.44696197,0.43759125
M,23,2012,440195,26852.881,78.233665,78.294777,0.43258965,0.42326075
M,23,2013,437253,26584.129,78.933525,78.958527,0.41654935,0.40754607
M,23,2014,420353,26671.172,78.696396,78.730293,0.4553639,0.44514799
M,24,2001,390489,33327.543,78.126511,78.21006,0.48409218,0.47554377
M,24,2002,401664,33371.047,77.477608,77.567162,0.4678016,0.45789123
M,24,2003,409684,32702.096,77.595291,77.682068,0.45007807,0.44285685
M,24,2004,416262,31859.633,79.065971,79.128944,0.47154593,0.46244052
M,24,2005,421510,31354.455,78.594337,78.666656,0.44540423,0.43626478
M,24,2006,426287,31384.832,79.203819,79.264595,0.45313638,0.44403008
M,24,2007,430416,31306.16,79.399887,79.46106,0.47601902,0.46609229
M,24,2008,435087,31370.205,78.619385,78.688805,0.43263105,0.42405653
M,24,2009,444091,30555.834,79.238632,79.309296,0.45121816,0.44169399
M,24,2010,443277,29680.082,79.316994,79.387283,0.42643586,0.41802263
M,24,2011,439824,28179.23,79.08728,79.151352,0.46435583,0.45423707
M,24,2012,440418,27921.713,79.49408,79.542763,0.4379105,0.42821005
M,24,2013,437237,27660.752,78.869034,78.91481,0.43848833,0.4292402
M,24,2014,420282,27742.225,79.526787,79.562813,0.45909658,0.44947091
M,25,2001,390388,34545.324,77.776718,77.873222,0.46779132,0.46015924
M,25,2002,401544,34590.516,78.354797,78.435631,0.47891051,0.46904615
M,25,2003,409754,33890.402,78.475441,78.55751,0.44243163,0.43363902
M,25,2004,416301,33025.945,77.68306,77.779655,0.46323934,0.45341226
M,25,2005,421569,32509.182,77.959412,78.054688,0.47903809,0.46928763
M,25,2006,426379,32548.096,78.8256,78.907059,0.46537429,0.45509261
M,25,2007,430353,32457.971,79.491997,79.555832,0.4552201,0.44584361
M,25,2008,434918,32529.078,78.824608,78.90168,0.45250487,0.44270295
M,25,2009,444272,31722.785,78.801567,78.891075,0.4569447,0.4475241
M,25,2010,443158,30808.449,78.380608,78.487877,0.44964704,0.44034904
M,25,2011,439915,29268.549,78.984909,79.05381,0.41729566,0.40869895
M,25,2012,440366,28998.332,79.159973,79.219345,0.46820611,0.45782408
M,25,2013,437254,28741.221,79.094795,79.148552,0.43584922,0.42644131
M,25,2014,420438,28809.678,79.462898,79.506767,0.46882424,0.45824286
M,26,2001,390576,35763.605,78.662186,78.748016,0.47599021,0.46653455
M,26,2002,401673,35810.824,77.312279,77.417221,0.49561775,0.48728836
M,26,2003,409818,35075.465,78.154251,78.244286,0.47751307,0.46800444
M,26,2004,416370,34191.824,78.376106,78.466438,0.47574794,0.46625146
M,26,2005,421561,33662.051,78.588821,78.675522,0.45908034,0.4496612
M,26,2006,426322,33709.723,78.477531,78.566353,0.46458104,0.45481008
M,26,2007,430466,33614.93,79.657326,79.722229,0.46624526,0.4573763
M,26,2008,435027,33690.488,78.585854,78.676582,0.45443958,0.44641876
M,26,2009,444301,32890.555,78.455238,78.554123,0.43685329,0.42839223
M,26,2010,443169,31937.35,79.465965,79.54718,0.42979801,0.42068923
M,26,2011,439781,30360.309,79.443459,79.510452,0.43754238,0.42820817
M,26,2012,440400,30077.842,78.882416,78.957031,0.46841073,0.45888981
M,26,2013,437269,29821.15,79.01709,79.084724,0.44243833,0.43259677
M,26,2014,420441,29874.447,79.379715,79.429344,0.47046515,0.46012086
M,27,2001,390597,36981.914,78.023209,78.12381,0.47921282,0.47089136
M,27,2002,401697,37027.855,78.059929,78.155106,0.46866912,0.46010759
M,27,2003,409847,36262.547,78.198158,78.291458,0.4835113,0.4756158
M,27,2004,416614,35355.75,77.510246,77.62355,0.46256912,0.45409921
M,27,2005,421633,34811.309,79.530266,79.599968,0.4434931,0.43378147
M,27,2006,426503,34875.234,79.02549,79.11422,0.4553026,0.44664642
M,27,2007,430371,34775.344,79.87442,79.940086,0.46603748,0.45657679
M,27,2008,434993,34852.059,78.6427,78.736313,0.48158547,0.47141522
M,27,2009,444256,34055.746,79.017036,79.106476,0.45391175,0.44413772
M,27,2010,443334,33070.152,79.426506,79.51564,0.45120916,0.44232792
M,27,2011,439998,31456.176,79.109283,79.19062,0.45130214,0.44197008
M,27,2012,440503,31160.869,79.914627,79.974152,0.45032492,0.44079778
M,27,2013,437424,30904.9,78.995575,79.065651,0.45701039,0.44699788
M,27,2014,420466,30938.945,79.008507,79.077332,0.48078761,0.47029224
M,28,2001,390595,38199.645,77.915184,78.023071,0.50480449,0.49472749
M,28,2002,402033,38247.781,77.890686,77.990402,0.4800415,0.47174409
M,28,2003,409982,37451.816,79.158798,79.236435,0.4578329,0.448937
M,28,2004,416491,36519.512,78.585434,78.679703,0.47345009,0.46456641
M,28,2005,421701,35966.906,79.528175,79.605476,0.47269097,0.46252343
M,28,2006,426473,36045.402,79.523056,79.603477,0.47916949,0.46985173
M,28,2007,430531,35934.863,79.86351,79.938843,0.48277023,0.47269273
M,28,2008,435198,36016.199,78.865868,78.957237,0.4735834,0.46480119
M,28,2009,444266,35225.164,78.920708,79.020935,0.45834857,0.44929507
M,28,2010,443326,34203.348,79.556015,79.646782,0.45910704,0.44993794
M,28,2011,439951,32558.715,79.990166,80.06218,0.43518004,0.42618221
M,28,2012,440535,32248.486,78.932014,79.015205,0.45370305,0.44434136
M,28,2013,437345,31988.471,79.119713,79.193382,0.4712829,0.4612802
M,28,2014,420529,32007.701,79.753197,79.817223,0.48863479,0.47803774
M,29,2001,390685,39419.258,78.383636,78.485786,0.50948811,0.50011575
M,29,2002,401813,39472.078,78.698158,78.786751,0.49350637,0.48403358
M,29,2003,410023,38646.969,79.129509,79.211456,0.47086772,0.46190569
M,29,2004,416579,37691.344,78.488136,78.586037,0.49669316,0.48701021
M,29,2005,421655,37127.543,79.468887,79.549362,0.48801047,0.47722426
M,29,2006,426553,37218.063,79.261917,79.348579,0.47016487,0.46167645
M,29,2007,430543,37096.863,79.370667,79.449974,0.46298215,0.4539085
